Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency
-0.36145543138340847,-0.8728715609439694,0.6195260948065484,1.712237302813429,-0.8702045372643501,1.9681486811989704,0.39493546375903743
0.07744568521212378,-0.8728715609439694,0.2717843351912131,-0.09140056776584136,-0.8702045372643501,1.9681486811989704,-0.2887463366976565
-1.2358672767356027,-0.8728715609439694,-0.42369918403945755,0.8104183675237938,-0.8702045372643501,-0.6114743597925972,0.39493546375903743
-0.06998481626601037,1.1456439237389597,-0.7714409436547929,-0.9932195030554766,1.1491551206382882,-0.8459855453372852,-1.3142690373826973
-0.36145543138340847,-0.8728715609439694,1.315009614037219,0.3595088998789762,-0.8702045372643501,0.7955927534755307,1.0786172642157315
-1.2358672767356027,-0.8728715609439694,-0.07595742442412223,1.2613278351686115,-0.8702045372643501,0.3265703823861547,1.4204581644440784
-0.36145543138340847,-0.8728715609439694,-0.07595742442412223,1.2613278351686115,-0.8702045372643501,0.3265703823861547,-0.2887463366976565
-0.36145543138340847,-0.8728715609439694,-0.42369918403945755,1.712237302813429,-0.8702045372643501,0.3265703823861547,1.0786172642157315
0.2214857988513877,1.1456439237389597,-0.42369918403945755,-0.9932195030554766,1.1491551206382882,-0.8459855453372852,-0.9724281371543504
1.970309489555776,1.1456439237389597,-1.4669244628854634,-1.444128970700294,1.1491551206382882,-1.5495191019713492,-1.3142690373826973
-1.2358672767356027,-0.8728715609439694,0.6195260948065484,0.3595088998789762,-0.8702045372643501,0.09205919684146674,0.7367763639873844
-0.9443966616182046,-0.8728715609439694,1.6627513736525543,1.2613278351686115,-0.8702045372643501,1.7336374956542826,1.7622990646724253
1.970309489555776,1.1456439237389597,-0.42369918403945755,-0.9932195030554766,1.1491551206382882,-0.37696317424790926,-0.6305872369260035
1.095897644203582,1.1456439237389597,-0.42369918403945755,-1.444128970700294,1.1491551206382882,-0.6114743597925972,-0.6305872369260035
-0.36145543138340847,-0.8728715609439694,1.315009614037219,1.2613278351686115,-0.8702045372643501,0.09205919684146674,1.7622990646724253
0.2214857988513877,1.1456439237389597,-0.7714409436547929,-0.5423100354106589,-0.8702045372643501,-1.3150079164266613,-0.6305872369260035
-0.9443966616182046,-0.8728715609439694,1.315009614037219,-0.09140056776584136,-0.8702045372643501,0.09205919684146674,1.7622990646724253
-0.6529260465008065,-0.8728715609439694,0.9672678544218837,1.712237302813429,-0.8702045372643501,1.0301039390202187,-0.2887463366976565
